customer_id,created_date,age_band,residency,segment
CUST15074,2025-10-25,18-25,AD,affluent
CUST15075,2026-01-18,26-35,AD,mass
CUST15076,2025-12-25,18-25,ES,affluent
CUST15077,2026-01-24,26-35,ES,affluent
CUST15078,2025-12-28,60+,AD,affluent
CUST15079,2025-12-17,46-60,ES,mass
CUST15080,2025-11-02,46-60,ES,mass
CUST15081,2026-01-20,18-25,AD,mass
CUST15082,2025-11-01,46-60,ES,mass
CUST15083,2025-11-09,26-35,AD,affluent
CUST15084,2026-02-06,18-25,AD,affluent
CUST15085,2025-12-13,46-60,ES,affluent
CUST15086,2025-12-02,18-25,AD,mass
CUST15087,2025-11-08,26-35,AD,affluent
CUST15088,2025-10-21,46-60,AD,mass
CUST15089,2025-10-29,26-35,ES,affluent
CUST15090,2025-11-23,26-35,AD,mass
CUST15091,2025-12-25,60+,AD,mass
CUST15092,2026-01-18,26-35,AD,mass
CUST15093,2026-02-09,26-35,FR,affluent
CUST15094,2025-11-12,18-25,AD,mass
CUST15095,2025-11-18,36-45,AD,mass
CUST15096,2025-12-16,26-35,ES,affluent
CUST15097,2026-01-04,26-35,AD,mass
CUST15098,2025-12-02,26-35,ES,mass
CUST15099,2025-12-03,36-45,ES,mass
CUST15100,2025-11-08,36-45,AD,affluent
CUST15101,2025-11-08,60+,AD,mass
CUST15102,2025-10-19,18-25,AD,mass
CUST15103,2026-01-30,46-60,AD,affluent
CUST15104,2025-11-30,60+,ES,affluent
CUST15105,2025-10-23,18-25,ES,mass
CUST15106,2025-12-26,46-60,AD,mass
CUST15107,2026-01-14,36-45,AD,mass
CUST15108,2026-02-07,26-35,AD,affluent
CUST15109,2025-10-25,46-60,AD,mass
CUST15110,2026-01-16,36-45,AD,affluent
CUST15111,2026-02-02,26-35,AD,mass
CUST15112,2025-12-29,36-45,AD,mass
CUST15113,2026-02-11,18-25,AD,mass
CUST15114,2025-11-10,36-45,ES,mass
CUST15115,2025-12-11,18-25,ES,mass
CUST15116,2025-10-17,46-60,FR,mass
CUST15117,2026-02-09,18-25,FR,mass
CUST15118,2025-12-06,36-45,ES,mass
CUST15119,2025-10-25,18-25,AD,mass
CUST15120,2025-12-09,26-35,AD,mass
CUST15121,2025-11-26,46-60,FR,mass
CUST15122,2026-01-27,18-25,AD,mass
CUST15123,2026-01-18,36-45,ES,mass
CUST15124,2025-10-27,36-45,AD,affluent
CUST15125,2025-12-02,36-45,ES,mass
CUST15126,2025-11-11,46-60,ES,mass
CUST15127,2025-12-27,46-60,AD,mass
CUST15128,2025-12-02,26-35,AD,mass
CUST15129,2026-01-14,26-35,ES,affluent
CUST15130,2026-01-22,46-60,AD,mass
CUST15131,2026-02-07,36-45,FR,affluent
CUST15132,2025-10-25,36-45,AD,mass
CUST15133,2025-11-22,36-45,AD,mass
CUST15134,2025-11-09,46-60,ES,mass
CUST15135,2025-10-31,36-45,AD,mass
CUST15136,2025-11-27,26-35,AD,affluent
CUST15137,2025-11-23,26-35,AD,mass
CUST15138,2025-12-04,46-60,AD,mass
CUST15139,2025-10-22,26-35,ES,mass
CUST15140,2025-11-10,36-45,FR,mass
CUST15141,2025-11-01,60+,AD,mass
CUST15142,2025-11-17,60+,AD,mass
CUST15143,2025-11-30,60+,FR,mass
CUST15144,2025-10-22,46-60,FR,mass
CUST15145,2026-02-07,60+,AD,mass
CUST15146,2025-10-22,26-35,AD,affluent
CUST15147,2026-01-27,60+,ES,mass
CUST15148,2026-01-19,26-35,AD,mass
CUST15149,2025-10-20,36-45,AD,mass
CUST15150,2026-02-06,46-60,ES,mass
CUST15151,2025-12-28,46-60,ES,mass
CUST15152,2025-12-21,60+,FR,mass
CUST15153,2025-11-21,46-60,AD,mass
CUST15154,2026-01-08,26-35,AD,mass
CUST15155,2025-12-13,26-35,AD,mass
CUST15156,2025-11-30,46-60,ES,affluent
CUST15157,2025-11-23,60+,ES,mass
CUST15158,2025-11-27,18-25,ES,mass
CUST15159,2025-11-30,18-25,AD,mass
CUST15160,2026-01-01,26-35,FR,mass
CUST15161,2025-11-06,18-25,AD,mass
CUST15162,2026-02-06,26-35,AD,mass
CUST15163,2025-11-19,36-45,AD,mass
CUST15164,2025-11-07,46-60,ES,mass
CUST15165,2026-01-08,26-35,FR,mass
CUST15166,2025-11-12,18-25,AD,mass
CUST15167,2025-11-15,36-45,ES,mass
CUST15168,2025-11-02,46-60,FR,affluent
CUST15169,2025-11-27,36-45,AD,mass
CUST15170,2025-11-09,36-45,FR,affluent
CUST15171,2026-01-06,26-35,AD,mass
CUST15172,2025-12-09,26-35,AD,mass
CUST15173,2025-12-12,60+,AD,mass
CUST15174,2026-02-10,46-60,ES,affluent
CUST15175,2026-02-08,36-45,FR,mass
CUST15176,2026-01-04,60+,ES,mass
CUST15177,2025-10-18,36-45,ES,mass
CUST15178,2026-02-10,26-35,AD,mass
CUST15179,2025-11-18,46-60,ES,affluent
CUST15180,2025-11-23,36-45,AD,mass
CUST15181,2026-02-01,46-60,AD,mass
CUST15182,2025-10-29,36-45,AD,mass
CUST15183,2025-12-04,18-25,FR,mass
CUST15184,2026-01-21,26-35,ES,mass
CUST15185,2026-02-11,26-35,ES,mass
CUST15186,2025-12-25,36-45,ES,mass
CUST15187,2025-12-02,60+,AD,mass
CUST15188,2025-12-31,18-25,AD,mass
CUST15189,2025-12-10,46-60,ES,affluent
CUST15190,2026-01-28,18-25,AD,mass
CUST15191,2025-11-11,36-45,AD,mass
CUST15192,2026-01-05,46-60,AD,mass
CUST15193,2025-12-01,36-45,FR,mass
CUST15194,2025-12-05,36-45,FR,mass
CUST15195,2025-10-16,26-35,AD,mass
CUST15196,2026-02-01,26-35,ES,mass
CUST15197,2026-01-22,18-25,ES,mass
CUST15198,2025-12-11,18-25,ES,mass
CUST15199,2026-01-08,26-35,AD,mass
CUST15200,2026-01-27,46-60,ES,mass
CUST15201,2025-12-11,26-35,ES,mass
CUST15202,2025-11-07,26-35,AD,affluent
CUST15203,2026-02-02,26-35,ES,mass
CUST15204,2026-01-04,18-25,AD,mass
CUST15205,2026-01-25,26-35,FR,mass
CUST15206,2025-11-01,46-60,AD,mass
CUST15207,2026-01-06,26-35,FR,mass
CUST15208,2026-01-27,18-25,AD,mass
CUST15209,2026-01-20,60+,AD,mass
CUST15210,2025-10-23,36-45,AD,affluent
CUST15211,2025-11-10,26-35,ES,mass
CUST15212,2025-11-21,26-35,AD,mass
CUST15213,2025-11-12,60+,AD,mass
CUST15214,2025-12-10,18-25,FR,mass
CUST15215,2025-11-08,26-35,AD,mass
CUST15216,2026-01-31,46-60,FR,mass
CUST15217,2025-10-15,36-45,FR,mass
CUST15218,2026-02-05,36-45,ES,affluent
CUST15219,2025-12-03,46-60,ES,mass
CUST15220,2025-12-06,36-45,AD,mass
CUST15221,2026-02-04,26-35,FR,mass
CUST15222,2026-01-01,26-35,ES,mass
CUST15223,2026-01-29,18-25,AD,affluent
CUST15224,2026-01-20,36-45,AD,affluent
CUST15225,2026-01-08,60+,AD,mass
CUST15226,2025-10-21,18-25,AD,mass
CUST15227,2025-12-02,46-60,AD,mass
CUST15228,2025-10-21,26-35,AD,mass
CUST15229,2025-11-26,18-25,ES,mass
CUST15230,2026-01-16,46-60,AD,mass
CUST15231,2026-02-05,60+,ES,mass
CUST15232,2025-12-05,36-45,AD,mass
CUST15233,2026-01-16,46-60,FR,affluent
CUST15234,2025-11-08,18-25,AD,mass
CUST15235,2025-11-09,46-60,AD,mass
CUST15236,2026-01-08,36-45,AD,mass
CUST15237,2026-01-16,60+,FR,mass
CUST15238,2025-11-13,36-45,AD,mass
CUST15239,2025-11-17,36-45,AD,affluent
CUST15240,2025-12-20,26-35,ES,mass
CUST15241,2026-01-06,36-45,FR,mass
CUST15242,2025-11-04,60+,ES,affluent
CUST15243,2025-11-12,26-35,AD,affluent
CUST15244,2025-12-11,60+,AD,mass
CUST15245,2025-12-28,18-25,AD,mass
CUST15246,2026-02-03,18-25,FR,affluent
CUST15247,2025-11-27,36-45,AD,mass
CUST15248,2025-12-16,46-60,AD,mass
CUST15249,2025-10-25,46-60,FR,mass
CUST15250,2026-01-15,60+,AD,mass
CUST15251,2026-01-04,18-25,ES,mass
CUST15252,2026-02-10,60+,AD,mass
CUST15253,2025-12-23,36-45,AD,mass
CUST15254,2026-02-09,46-60,AD,affluent
CUST15255,2026-01-24,18-25,AD,mass
CUST15256,2025-12-06,26-35,AD,mass
CUST15257,2025-12-26,26-35,ES,mass
CUST15258,2025-11-27,36-45,ES,affluent
CUST15259,2026-01-01,18-25,ES,mass
CUST15260,2026-02-04,26-35,ES,affluent
CUST15261,2026-01-13,36-45,AD,mass
CUST15262,2026-01-15,26-35,ES,mass
CUST15263,2025-12-17,36-45,AD,mass
CUST15264,2025-11-23,46-60,AD,mass
CUST15265,2025-12-18,36-45,AD,mass
CUST15266,2025-12-04,60+,AD,mass
CUST15267,2025-11-22,26-35,AD,mass
CUST15268,2025-10-25,18-25,AD,mass
CUST15269,2025-12-19,18-25,ES,mass
CUST15270,2025-10-15,46-60,ES,mass
CUST15271,2025-12-27,18-25,FR,affluent
CUST15272,2025-11-17,60+,FR,mass
CUST15273,2026-01-05,26-35,AD,mass
CUST15274,2025-11-07,60+,AD,mass
CUST15275,2026-01-25,36-45,AD,mass
CUST15276,2025-10-17,36-45,ES,mass
CUST15277,2025-11-09,36-45,AD,mass
CUST15278,2025-11-05,46-60,AD,mass
CUST15279,2025-12-30,26-35,ES,mass
CUST15280,2026-01-11,36-45,AD,affluent
CUST15281,2025-11-11,46-60,ES,affluent
CUST15282,2025-12-16,26-35,AD,mass
CUST15283,2025-12-06,60+,ES,mass
CUST15284,2025-12-09,18-25,AD,affluent
CUST15285,2026-01-10,26-35,ES,mass
CUST15286,2025-10-27,26-35,AD,mass
CUST15287,2025-12-03,36-45,ES,mass
CUST15288,2025-12-29,18-25,ES,affluent
CUST15289,2025-10-27,46-60,ES,mass
CUST15290,2025-12-14,60+,ES,mass
CUST15291,2026-01-07,18-25,AD,affluent
CUST15292,2025-10-25,46-60,AD,mass
CUST15293,2026-01-07,36-45,AD,mass
CUST15294,2026-01-28,26-35,ES,mass
CUST15295,2025-12-09,46-60,FR,mass
CUST15296,2025-10-15,36-45,AD,affluent
CUST15297,2025-12-05,36-45,AD,mass
CUST15298,2025-12-24,60+,AD,mass
CUST15299,2026-01-08,18-25,ES,mass
CUST15300,2025-10-22,46-60,AD,mass
CUST15301,2025-12-25,46-60,AD,mass
CUST15302,2025-11-28,46-60,AD,mass
CUST15303,2026-01-26,46-60,ES,mass
CUST15304,2026-02-05,46-60,AD,mass
CUST15305,2026-01-23,18-25,AD,mass
CUST15306,2025-11-05,26-35,AD,mass
CUST15307,2025-12-10,26-35,AD,mass
CUST15308,2025-11-05,46-60,AD,mass
CUST15309,2026-01-30,46-60,AD,mass
CUST15310,2026-02-08,26-35,AD,mass
CUST15311,2025-10-21,46-60,AD,mass
CUST15312,2025-11-12,60+,ES,affluent
CUST15313,2025-10-19,18-25,ES,mass
CUST15314,2025-11-06,26-35,AD,mass
CUST15315,2026-02-05,46-60,AD,mass
CUST15316,2025-11-17,46-60,ES,mass
CUST15317,2026-01-04,36-45,AD,mass
CUST15318,2025-11-13,18-25,AD,mass
CUST15319,2025-10-16,36-45,AD,affluent
CUST15320,2025-11-18,60+,ES,mass
CUST15321,2025-11-29,46-60,AD,mass
CUST15322,2025-11-11,26-35,ES,affluent
CUST15323,2025-12-03,26-35,ES,mass
CUST15324,2025-11-12,46-60,ES,mass
CUST15325,2026-01-26,36-45,FR,mass
CUST15326,2026-01-02,46-60,AD,mass
CUST15327,2025-11-20,60+,FR,mass
CUST15328,2025-11-20,18-25,AD,mass
CUST15329,2025-11-20,36-45,AD,mass
CUST15330,2026-01-05,26-35,AD,mass
CUST15331,2025-11-02,36-45,AD,mass
CUST15332,2025-11-18,46-60,ES,mass
CUST15333,2025-10-29,26-35,FR,mass
CUST15334,2026-02-05,36-45,AD,mass
CUST15335,2025-10-28,60+,AD,affluent
CUST15336,2025-12-18,26-35,ES,affluent
CUST15337,2025-12-18,36-45,AD,mass
CUST15338,2025-12-26,26-35,AD,mass
CUST15339,2025-12-27,36-45,AD,affluent
CUST15340,2026-01-24,36-45,FR,mass
CUST15341,2026-01-15,18-25,AD,mass
CUST15342,2025-11-27,36-45,ES,mass
CUST15343,2026-01-23,26-35,ES,mass
CUST15344,2025-11-01,26-35,AD,mass
CUST15345,2025-11-11,36-45,AD,mass
CUST15346,2026-02-11,18-25,ES,mass
CUST15347,2025-10-31,26-35,AD,mass
CUST15348,2026-02-10,60+,ES,affluent
CUST15349,2026-01-03,26-35,AD,mass
CUST15350,2025-11-20,60+,FR,affluent
CUST15351,2026-01-17,26-35,AD,mass
CUST15352,2026-01-17,36-45,ES,mass
CUST15353,2025-12-13,18-25,AD,mass
CUST15354,2025-12-23,18-25,AD,mass
CUST15355,2025-10-29,46-60,AD,affluent
CUST15356,2025-11-27,26-35,AD,mass
CUST15357,2025-11-12,46-60,ES,mass
CUST15358,2025-11-08,60+,ES,mass
CUST15359,2025-11-10,60+,AD,mass
CUST15360,2025-11-01,60+,AD,mass
CUST15361,2025-11-20,60+,AD,mass
CUST15362,2025-12-16,36-45,FR,mass
CUST15363,2026-01-27,26-35,AD,mass
CUST15364,2025-12-11,36-45,ES,mass
CUST15365,2026-01-15,18-25,ES,mass
CUST15366,2025-11-09,26-35,AD,mass
CUST15367,2026-01-26,60+,AD,mass
CUST15368,2025-12-14,46-60,AD,mass
CUST15369,2025-11-06,36-45,ES,mass
CUST15370,2025-10-31,36-45,FR,mass
CUST15371,2025-11-10,36-45,ES,mass
CUST15372,2025-12-14,60+,ES,mass
CUST15373,2026-02-05,26-35,FR,affluent
CUST15374,2026-01-13,26-35,ES,affluent
CUST15375,2025-10-25,60+,ES,mass
CUST15376,2025-11-09,46-60,AD,mass
CUST15377,2025-11-23,36-45,AD,mass
CUST15378,2025-12-09,36-45,AD,mass
CUST15379,2026-01-11,18-25,ES,affluent
CUST15380,2025-12-25,26-35,AD,mass
CUST15381,2025-12-12,46-60,ES,mass
CUST15382,2026-01-12,26-35,AD,affluent
CUST15383,2025-11-20,36-45,AD,mass
CUST15384,2026-02-05,26-35,FR,mass
CUST15385,2026-01-08,46-60,AD,mass
CUST15386,2026-01-05,18-25,AD,affluent
CUST15387,2025-12-31,26-35,FR,mass
CUST15388,2026-02-06,46-60,AD,affluent
CUST15389,2025-10-23,46-60,AD,mass
CUST15390,2026-01-14,60+,AD,mass
CUST15391,2025-12-28,26-35,ES,mass
CUST15392,2026-02-08,46-60,FR,mass
CUST15393,2026-01-24,36-45,AD,mass
CUST15394,2025-11-04,26-35,ES,mass
CUST15395,2026-02-06,60+,ES,mass
CUST15396,2025-11-22,60+,AD,mass
CUST15397,2025-10-19,18-25,FR,mass
CUST15398,2025-10-30,18-25,FR,mass
CUST15399,2026-01-20,60+,AD,mass
CUST15400,2025-12-16,26-35,AD,mass
CUST15401,2025-10-26,46-60,AD,mass
CUST15402,2025-12-14,46-60,AD,mass
CUST15403,2025-10-31,36-45,ES,mass
CUST15404,2025-12-31,18-25,AD,mass
CUST15405,2026-02-02,18-25,AD,mass
CUST15406,2025-12-29,36-45,ES,mass
CUST15407,2026-02-10,60+,FR,affluent
CUST15408,2025-10-18,46-60,FR,affluent
CUST15409,2025-11-22,18-25,AD,mass
CUST15410,2025-12-03,26-35,AD,mass
CUST15411,2025-11-04,26-35,ES,mass
CUST15412,2025-10-23,60+,AD,mass
CUST15413,2026-01-23,26-35,ES,mass
CUST15414,2025-12-07,18-25,AD,mass
CUST15415,2025-12-22,26-35,AD,affluent
CUST15416,2025-10-31,46-60,AD,mass
CUST15417,2025-12-29,36-45,ES,mass
CUST15418,2025-10-26,18-25,AD,affluent
CUST15419,2025-11-23,18-25,ES,mass
CUST15420,2025-11-03,26-35,ES,mass
CUST15421,2025-10-21,26-35,AD,mass
CUST15422,2025-12-25,18-25,ES,affluent
CUST15423,2025-11-24,60+,FR,affluent
CUST15424,2025-12-19,18-25,AD,mass
CUST15425,2025-12-07,60+,ES,mass
CUST15426,2025-12-26,18-25,ES,mass
CUST15427,2026-01-05,36-45,ES,mass
CUST15428,2025-10-26,36-45,FR,affluent
CUST15429,2025-10-31,46-60,ES,mass
CUST15430,2026-01-30,18-25,AD,mass
CUST15431,2025-12-23,46-60,AD,mass
CUST15432,2025-11-12,18-25,FR,mass
CUST15433,2025-11-16,26-35,AD,mass
CUST15434,2025-11-25,36-45,AD,mass
CUST15435,2026-02-10,18-25,AD,mass
CUST15436,2025-10-16,18-25,AD,mass
CUST15437,2025-12-23,18-25,AD,affluent
CUST15438,2025-10-18,26-35,AD,mass
CUST15439,2026-01-17,46-60,ES,mass
CUST15440,2025-10-21,60+,FR,affluent
CUST15441,2025-12-21,26-35,AD,mass
CUST15442,2025-10-19,26-35,AD,mass
CUST15443,2025-11-27,46-60,AD,mass
CUST15444,2025-12-28,60+,ES,mass
CUST15445,2025-12-18,36-45,ES,affluent
CUST15446,2026-01-08,26-35,ES,mass
CUST15447,2026-01-03,26-35,AD,affluent
CUST15448,2025-10-22,26-35,AD,affluent
CUST15449,2025-10-20,46-60,ES,mass
CUST15450,2025-12-24,46-60,AD,mass
CUST15451,2025-12-19,60+,AD,mass
CUST15452,2026-02-03,26-35,ES,mass
CUST15453,2026-01-30,36-45,AD,mass
CUST15454,2026-01-25,36-45,ES,affluent
CUST15455,2026-01-06,46-60,AD,mass
CUST15456,2026-02-11,26-35,AD,mass
CUST15457,2026-01-29,36-45,AD,mass
CUST15458,2026-01-17,46-60,AD,mass
CUST15459,2025-12-24,26-35,ES,affluent
CUST15460,2026-02-06,18-25,ES,mass
CUST15461,2025-11-08,36-45,AD,mass
CUST15462,2026-01-27,46-60,ES,mass
CUST15463,2025-12-11,36-45,AD,affluent
CUST15464,2026-01-22,46-60,AD,mass
CUST15465,2025-11-08,46-60,FR,mass
CUST15466,2025-11-16,26-35,ES,mass
CUST15467,2026-01-16,26-35,ES,mass
CUST15468,2025-12-18,60+,AD,mass
CUST15469,2026-01-28,36-45,AD,mass
CUST15470,2025-12-07,36-45,AD,mass
CUST15471,2026-01-15,46-60,AD,mass
CUST15472,2026-02-10,36-45,AD,affluent
CUST15473,2026-01-15,36-45,AD,mass
CUST15474,2025-11-30,26-35,ES,affluent
CUST15475,2026-01-23,36-45,FR,mass
CUST15476,2025-12-17,60+,AD,affluent
CUST15477,2026-01-28,36-45,AD,mass
CUST15478,2026-01-07,18-25,FR,affluent
CUST15479,2026-01-05,46-60,AD,mass
CUST15480,2025-11-09,36-45,ES,affluent
CUST15481,2025-10-25,36-45,AD,mass
CUST15482,2025-11-07,18-25,AD,mass
CUST15483,2025-10-16,60+,AD,mass
CUST15484,2026-01-05,36-45,ES,mass
CUST15485,2026-02-03,18-25,AD,mass
CUST15486,2025-12-25,60+,AD,affluent
CUST15487,2026-01-25,26-35,AD,mass
CUST15488,2025-12-28,18-25,AD,mass
CUST15489,2025-10-24,26-35,AD,affluent
CUST15490,2025-11-19,46-60,AD,mass
CUST15491,2026-02-11,26-35,ES,mass
CUST15492,2026-01-23,46-60,ES,mass
CUST15493,2026-01-08,46-60,AD,mass
CUST15494,2026-01-29,18-25,FR,mass
CUST15495,2026-01-06,36-45,ES,mass
CUST15496,2026-02-03,46-60,ES,mass
CUST15497,2025-11-21,26-35,ES,mass
CUST15498,2025-11-30,60+,ES,mass
CUST15499,2025-11-02,46-60,AD,mass
CUST15500,2025-11-12,26-35,AD,affluent
CUST15501,2025-10-29,60+,ES,mass
CUST15502,2025-12-31,18-25,FR,mass
CUST15503,2025-10-28,46-60,ES,mass
CUST15504,2025-10-26,18-25,ES,mass
CUST15505,2025-11-28,26-35,ES,mass
CUST15506,2025-12-09,18-25,FR,affluent
CUST15507,2025-11-16,36-45,ES,affluent
CUST15508,2025-11-13,60+,AD,mass
CUST15509,2025-11-17,60+,ES,mass
CUST15510,2025-11-27,60+,AD,mass
CUST15511,2026-02-06,26-35,AD,mass
CUST15512,2025-12-25,18-25,AD,mass
CUST15513,2025-12-12,36-45,ES,mass
CUST15514,2025-12-19,36-45,ES,mass
CUST15515,2026-01-24,46-60,AD,mass
CUST15516,2025-11-23,26-35,AD,mass
CUST15517,2025-12-22,26-35,ES,mass
CUST15518,2025-11-11,46-60,ES,affluent
CUST15519,2026-01-28,36-45,AD,mass
CUST15520,2026-02-02,18-25,AD,mass
CUST15521,2026-01-19,18-25,AD,mass
CUST15522,2025-11-14,46-60,AD,affluent
CUST15523,2025-11-21,18-25,AD,mass
CUST15524,2025-11-25,36-45,AD,mass
CUST15525,2025-10-21,18-25,ES,mass
CUST15526,2025-10-18,36-45,AD,mass
CUST15527,2026-01-15,36-45,AD,mass
CUST15528,2026-01-10,46-60,AD,mass
CUST15529,2025-12-20,46-60,AD,mass
CUST15530,2026-01-22,46-60,FR,mass
CUST15531,2025-12-27,26-35,AD,affluent
CUST15532,2025-12-22,46-60,FR,mass
CUST15533,2026-02-03,18-25,AD,affluent
CUST15534,2025-11-21,46-60,AD,affluent
CUST15535,2026-01-15,26-35,AD,mass
CUST15536,2025-11-28,26-35,AD,mass
CUST15537,2025-12-14,18-25,FR,mass
CUST15538,2025-11-28,46-60,ES,mass
CUST15539,2025-11-21,36-45,AD,mass
CUST15540,2026-02-01,46-60,AD,affluent
CUST15541,2026-01-08,18-25,ES,mass
CUST15542,2026-02-09,26-35,AD,mass
CUST15543,2026-01-05,60+,FR,mass
CUST15544,2025-12-08,26-35,AD,mass
CUST15545,2026-01-12,18-25,AD,mass
CUST15546,2025-12-19,46-60,FR,mass
CUST15547,2025-12-11,26-35,ES,mass
CUST15548,2025-12-06,26-35,FR,mass
CUST15549,2025-12-31,18-25,AD,mass
CUST15550,2026-02-03,26-35,AD,affluent
CUST15551,2026-01-25,26-35,AD,mass
CUST15552,2025-12-01,46-60,AD,mass
CUST15553,2025-10-27,26-35,AD,mass
CUST15554,2026-01-06,46-60,ES,mass
CUST15555,2025-11-10,46-60,AD,mass
CUST15556,2026-02-05,36-45,FR,mass
CUST15557,2025-11-14,18-25,AD,mass
CUST15558,2025-11-24,60+,AD,mass
CUST15559,2026-01-10,26-35,AD,mass
CUST15560,2025-11-13,26-35,AD,mass
CUST15561,2025-12-20,26-35,AD,affluent
CUST15562,2025-12-18,36-45,ES,mass
CUST15563,2026-01-02,26-35,ES,mass
CUST15564,2025-11-18,60+,ES,affluent
CUST15565,2025-12-04,26-35,ES,mass
CUST15566,2025-11-09,26-35,ES,mass
CUST15567,2025-11-27,46-60,AD,mass
CUST15568,2025-11-25,26-35,ES,mass
CUST15569,2026-01-29,26-35,ES,affluent
CUST15570,2025-12-22,36-45,ES,mass
CUST15571,2025-12-06,46-60,AD,mass
CUST15572,2025-10-23,36-45,AD,mass
CUST15573,2025-11-07,46-60,AD,mass
CUST15574,2025-12-12,36-45,FR,affluent
CUST15575,2025-12-29,26-35,AD,mass
CUST15576,2025-12-15,46-60,AD,mass
CUST15577,2025-11-12,60+,FR,mass
CUST15578,2026-01-23,26-35,ES,mass
CUST15579,2025-10-27,46-60,AD,mass
CUST15580,2026-01-24,46-60,AD,mass
CUST15581,2026-02-07,18-25,AD,mass
CUST15582,2025-12-13,36-45,FR,mass
CUST15583,2026-01-13,26-35,ES,mass
CUST15584,2025-12-28,46-60,AD,mass
CUST15585,2025-11-10,46-60,AD,mass
CUST15586,2026-01-02,26-35,AD,affluent
CUST15587,2025-12-24,60+,AD,mass
CUST15588,2025-12-03,36-45,FR,mass
CUST15589,2025-12-10,26-35,ES,mass
CUST15590,2025-10-21,26-35,ES,mass
CUST15591,2026-01-02,36-45,AD,mass
CUST15592,2025-12-06,36-45,ES,mass
CUST15593,2026-01-02,26-35,ES,mass
CUST15594,2026-01-19,46-60,FR,mass
CUST15595,2025-11-13,46-60,AD,affluent
CUST15596,2026-01-31,36-45,AD,mass
CUST15597,2025-11-03,60+,ES,mass
CUST15598,2025-10-20,36-45,ES,affluent
CUST15599,2025-12-26,26-35,FR,mass
CUST15600,2026-01-05,46-60,AD,mass
CUST15601,2025-12-11,46-60,AD,mass
CUST15602,2025-11-13,46-60,AD,mass
CUST15603,2025-10-16,18-25,ES,mass
CUST15604,2025-10-16,26-35,ES,mass
CUST15605,2026-01-13,26-35,AD,mass
CUST15606,2025-12-27,18-25,AD,mass
CUST15607,2025-11-03,46-60,ES,mass
CUST15608,2026-02-06,36-45,ES,affluent
CUST15609,2025-12-15,46-60,FR,mass
CUST15610,2026-01-15,46-60,ES,mass
CUST15611,2025-12-20,18-25,AD,mass
CUST15612,2025-12-08,26-35,FR,mass
CUST15613,2025-10-15,18-25,FR,mass
CUST15614,2025-11-05,60+,AD,mass
CUST15615,2026-01-30,26-35,AD,mass
CUST15616,2025-11-25,18-25,ES,mass
CUST15617,2025-12-09,26-35,FR,affluent
CUST15618,2025-11-29,60+,ES,mass
CUST15619,2025-11-11,36-45,AD,mass
CUST15620,2025-12-27,18-25,FR,mass
CUST15621,2025-12-20,26-35,ES,mass
CUST15622,2025-11-07,46-60,FR,mass
CUST15623,2025-12-05,46-60,ES,mass
CUST15624,2025-12-10,60+,AD,mass
CUST15625,2026-01-30,26-35,ES,mass
CUST15626,2025-10-22,46-60,ES,affluent
CUST15627,2025-10-18,46-60,FR,mass
CUST15628,2025-11-03,18-25,ES,mass
CUST15629,2026-01-31,46-60,ES,mass
CUST15630,2025-12-29,60+,AD,mass
CUST15631,2025-11-16,60+,AD,mass
CUST15632,2026-02-11,18-25,AD,mass
CUST15633,2025-12-16,26-35,ES,mass
CUST15634,2025-10-20,18-25,AD,mass
CUST15635,2025-12-14,36-45,AD,mass
CUST15636,2025-10-21,18-25,AD,mass
CUST15637,2025-11-15,46-60,AD,mass
CUST15638,2025-11-11,36-45,AD,mass
CUST15639,2025-11-07,18-25,ES,mass
CUST15640,2025-11-17,60+,ES,mass
CUST15641,2026-01-04,36-45,AD,affluent
CUST15642,2025-10-17,18-25,AD,mass
CUST15643,2026-01-28,18-25,AD,mass
CUST15644,2025-11-08,36-45,AD,mass
CUST15645,2025-11-04,26-35,AD,mass
CUST15646,2025-12-03,26-35,ES,mass
CUST15647,2025-12-07,26-35,ES,mass
CUST15648,2026-01-29,36-45,FR,mass
CUST15649,2025-12-19,60+,ES,mass
CUST15650,2025-12-16,18-25,FR,mass
CUST15651,2025-11-08,46-60,AD,mass
CUST15652,2026-02-01,18-25,AD,mass
CUST15653,2025-11-06,36-45,FR,affluent
CUST15654,2025-12-27,36-45,AD,mass
CUST15655,2025-12-28,46-60,AD,mass
CUST15656,2026-01-16,46-60,AD,mass
CUST15657,2025-11-12,46-60,AD,mass
CUST15658,2025-11-22,36-45,AD,mass
CUST15659,2025-11-12,36-45,AD,mass
CUST15660,2026-01-01,18-25,FR,mass
CUST15661,2026-02-07,36-45,AD,mass
CUST15662,2025-10-18,26-35,AD,mass
CUST15663,2025-12-12,46-60,AD,mass
CUST15664,2025-11-27,26-35,ES,mass
CUST15665,2025-11-26,18-25,ES,mass
CUST15666,2026-01-02,26-35,ES,mass
CUST15667,2025-11-07,60+,ES,mass
CUST15668,2025-10-21,26-35,ES,mass
CUST15669,2026-01-20,46-60,AD,affluent
CUST15670,2025-10-15,46-60,AD,mass
CUST15671,2026-01-08,60+,AD,mass
CUST15672,2026-02-07,46-60,AD,mass
CUST15673,2026-01-01,60+,ES,mass
CUST15674,2025-10-16,46-60,ES,affluent
CUST15675,2026-01-27,18-25,AD,affluent
CUST15676,2026-01-12,46-60,ES,mass
CUST15677,2025-12-23,26-35,ES,mass
CUST15678,2025-11-12,26-35,AD,mass
CUST15679,2025-11-13,26-35,AD,mass
